publishedAt,title,viewCount
2020-12-14T08:00:05Z,【試聴動画】RAISE A SUILEN 6th Single「mind of Prominence」(2021/1/27発売!!),100976
2020-12-13T04:00:10Z,Pastel＊Palettes　バンドストーリー3章直前番組,34073
2020-12-12T06:00:06Z,Pastel＊Palettesバンドストーリー3章「TITLE IDOL」第1話,29631
2020-12-12T05:00:11Z,【ガルパオーディオコメンタリー】Pastel＊Palettesとバンドストーリー2章を読もう,44639
2020-12-12T03:02:41Z,『TITLE IDOL』Pastel＊Palettes(難易度：EXPERT)【ガルパ プレイ動画】,93471
2020-12-11T09:00:28Z,【公式ライブ映像】Poppin'Party「イニシャル」【期間限定】,1416828
2020-12-10T14:38:58Z,バンドリ！TV LIVE 2020 #45,97066
2020-12-10T09:00:32Z,【公式ライブ映像】Pastel＊Palettes「きゅ～まい＊flower」【期間限定】,1226010
2020-12-09T09:00:26Z,【公式ライブ映像】Morfonica「Daylight -デイライト- 」【期間限定】,2011620
2020-12-09T03:00:13Z,Pastel＊Palettesダイジェストストーリー前編,15342
2020-12-09T03:00:01Z,Pastel＊Palettesダイジェストストーリー後編,7874
2020-12-09T03:00:00Z,Pastel＊Palettes バンドストーリー3章予告MOVIE,114703
2020-12-08T12:00:13Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #34,14665
2020-12-08T09:00:03Z,【公式ライブ映像】RAISE A SUILEN「Sacred world」【期間限定】,1083268
2020-12-07T09:00:01Z,【公式ライブ映像】Roselia「Avant-garde HISTORY」【期間限定】,1030309
2020-12-04T12:00:14Z,Pastel＊PalettesのしゅわりんTV #17,35767
2020-12-04T09:00:30Z,【CM】ガルパ ボカロカバーコレクション,42512
2020-12-03T14:38:54Z,バンドリ！TV LIVE 2020 #44,79462
2020-12-03T10:00:00Z,【プライズキャンペーン】湊友希那役の相羽あいなさん、倉田ましろ役の進藤あまねさんがセガでの展開をご紹介！【short ver.】,23355
2020-12-01T12:00:11Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #33,15363
2020-12-01T06:21:53Z,劇場版「BanG Dream! Episode of Roselia Ⅰ : 約束」　CM,137123
2020-11-29T03:06:21Z,『sister's noise』Roselia(難易度：EXPERT)【ガルパ プレイ動画】,186634
2020-11-26T14:37:15Z,バンドリ！TV LIVE 2020 #43,71332
2020-11-24T13:37:42Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局　〜運動の秋！ハチャメチャチャレンジSP〜,205483
2020-11-24T11:00:15Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #32,15417
2020-11-21T03:00:08Z,【CM】Roselia×RAISE A SUILEN合同オンラインライブ「Rausch und/and Craziness -interlude-」開催！,36583
2020-11-20T12:00:12Z,Pastel＊PalettesのしゅわりんTV #16,31980
2020-11-20T08:00:14Z,【試聴動画】Morfonica 2nd Single「ブルームブルーム」(2021/1/13発売!!),62828
2020-11-20T08:00:10Z,【試聴動画】Poppin'Party 16th Single「Photograph」(2021/1/6発売!!),49955
2020-11-20T03:00:06Z,【ストア紹介】「BanG Dream! & D4DJ Store」に行こう！,18919
2020-11-19T14:38:13Z,バンドリ！TV LIVE 2020 #42,72797
2020-11-19T09:00:00Z,【CM】ハロー、ハッピーワールド！ 7th Single「うぃーきゃん☆フレフレっ！」,21102
2020-11-19T06:00:03Z,【バンドリ！カプセルトイちゃんねる】湊友希那役の相羽あいなさんが10月・11月発売のカプセルトイ商品を紹介！【10月・11月合併号】,15471
2020-11-19T03:44:55Z,『mind of Prominence』RAISE A SUILEN(難易度：EXPERT)【ガルパ プレイ動画】,103834
2020-11-19T03:00:18Z,イベント「NO LIMIT!!!」オープニングストーリー【RAISE A SUILEN】,20495
2020-11-17T12:00:13Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #31,16515
2020-11-12T14:34:50Z,バンドリ！TV LIVE 2020 #41,88345
2020-11-10T12:00:13Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #30,17911
2020-11-06T12:00:12Z,Pastel＊PalettesのしゅわりんTV #15,45759
2020-11-05T14:08:34Z,バンドリ！TV LIVE 2020 #40,106884
2020-11-04T03:01:14Z,『Rolling star』Afterglow(難易度：EXPERT)【ガルパ プレイ動画】,152452
2020-11-03T12:00:13Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #29,20330
2020-11-02T12:00:26Z,【公式ライブ映像】RAISE A SUILEN「Invincible Fighter」【期間限定】,873644
2020-11-01T12:00:07Z,【公式ライブ映像】Roselia「Ringing Bloom」【期間限定】,1503091
2020-10-31T03:00:05Z,【CM】Blu-ray Roselia×RAISE A SUILEN「Rausch und/and Craziness」,48495
2020-10-30T11:30:12Z,『Rausch und/and Craziness』緊急会見＆調印式,200481
2020-10-30T10:00:13Z,【試聴動画】ハロー、ハッピーワールド！ 7th Single「うぃーきゃん☆フレフレっ！」(11/25発売!!),44462
2020-10-30T02:58:44Z,『DANCE! おジャ魔女』Pastel＊Palettes(難易度：EXPERT)【ガルパ プレイ動画】,133680
2020-10-29T03:29:19Z,『おジャ魔女カーニバル!!』ハロー、ハッピーワールド！(難易度：EXPERT)【ガルパ プレイ動画】,309149
2020-10-27T12:30:10Z,MORFONICAL 最終回,81619
2020-10-27T12:00:15Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #28,15767
2020-10-24T04:03:07Z,ガルパ×おジャ魔女どれみコラボ　イベントオープニングストーリー,50491
2020-10-23T13:26:01Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第40回,149940
2020-10-23T13:17:18Z,【公式ライブ映像】Poppin'Party「1000回潤んだ空」【期間限定】,965611
2020-10-23T12:18:43Z,Afterglow Sound Only Live「As ever」予告PV,55684
2020-10-23T03:00:16Z,【CM】BUSHIROAD ROCK FESTIVAL 2021 開催！,30819
2020-10-20T12:00:14Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #27,19188
2020-10-19T12:00:04Z,Afterglow「ONE OF US」アニメMV(フルサイズver),752845
2020-10-16T12:00:12Z,Pastel＊PalettesのしゅわりんTV #14,38006
2020-10-16T09:00:35Z,【合同ライブ開催決定！】Poppin'Party×Morfonica Friendship LIVE「Astral Harmony」開催告知,80313
2020-10-16T06:00:02Z,【CM】Afterglow7th Single「Sasanqua」,20595
2020-10-13T12:00:14Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #26,22903
2020-10-12T03:30:07Z,【試聴動画】Afterglow7th Single「Sasanqua」(10/28発売!!),51394
2020-10-10T05:20:33Z,【ガルパオーディオコメンタリー】Afterglowとバンドストーリー2章を読もう,99285
2020-10-09T03:00:01Z,Afterglow『ONE OF US』MV Short ver.,182868
2020-10-07T06:00:00Z,RAISE A SUILEN「!NVADE SHOW!」MV,348692
2020-10-06T12:00:13Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #25,26149
2020-10-05T06:00:07Z,Afterglowダイジェストストーリー後編,19612
2020-10-05T06:00:04Z,Afterglowダイジェストストーリー前編,20998
2020-10-05T03:00:04Z,Afterglow バンドストーリー3章予告MOVIE,101082
2020-10-02T12:00:12Z,Pastel＊PalettesのしゅわりんTV #13,50945
2020-10-01T14:30:02Z,【冒頭5分特別公開！】舞台「We are RAISE A SUILEN～BanG Dream! The Stage～」,101049
2020-09-29T12:30:12Z,MORFONICAL #12,31145
2020-09-29T12:00:14Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃12】,25761
2020-09-29T02:55:50Z,『セツナトリップ』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,167974
2020-09-28T09:00:02Z,【バンドリ！カプセルトイちゃんねる】牛込りみ役の西本りみさんが9月発売のカプセルトイ商品を紹介！【9月号】,23543
2020-09-25T12:04:30Z,「ゆめゆめグラデーション」発売直前企画 Pastel＊Palettes特別生配信,71316
2020-09-25T03:00:06Z,【CM】RAISE A SUILEN 5th Single「Sacred world」,65615
2020-09-22T11:30:12Z,MORFONICAL #11,43173
2020-09-22T11:00:14Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃11】,28478
2020-09-21T03:00:11Z,【公式ライブ映像】Pastel＊Palettes 丸山彩「ゆめゆめグラデーション」【期間限定】,257402
2020-09-20T12:04:45Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第39回,165128
2020-09-20T12:00:25Z,劇場版「BanG Dream! Episode of Roselia」Ⅰ : 約束　ティザームービー,144925
2020-09-20T12:00:06Z,劇場版「BanG Dream! FILM LIVE 2nd Stage」ティザームービー,171115
2020-09-19T11:30:09Z,【試聴動画】RAISE A SUILEN 5th Single「Sacred world」」(10/21発売!!),180504
2020-09-19T08:56:01Z,【公式ライブ映像】Poppin'Party「前ヘススメ！」【期間限定】,896381
2020-09-18T12:00:10Z,Pastel＊PalettesのしゅわりんTV #12,51357
2020-09-18T08:59:55Z,【公式ライブ映像】RAISE A SUILEN「DRIVE US CRAZY」【期間限定】,1004366
2020-09-17T08:59:52Z,【公式ライブ映像】Roselia「FIRE BIRD」【期間限定】,2221819
2020-09-15T12:00:09Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃10】,38385
2020-09-11T09:00:16Z,【9/21(月・祝)21:00配信開始】「BanG Dream! 8th☆LIVE」夏の野外3DAYS　DAY2：THE DEPTHS 特別配信！,25038
2020-09-11T09:00:10Z,【9/22(火・祝)21:00配信開始】「BanG Dream! 8th☆LIVE」夏の野外3DAYS　DAY3：Special Live 〜Summerly Tone♪〜 特別配信！,28096
2020-09-11T09:00:03Z,【9/20(日) 21:00配信開始】「BanG Dream! 8th☆LIVE」夏の野外3DAYS　DAY1：Einheit 特別配信！,51466
2020-09-09T09:00:01Z,"【あの”キョウエン""を再び】「Rausch und/and Craziness Ⅱ」開催告知",101254
2020-09-08T12:30:10Z,MORFONICAL #10,191476
2020-09-08T09:00:27Z,1/7スケールフィギュア 丸山彩 from Pastel＊Palettes【好評予約受付中】,233543
2020-09-05T11:29:35Z,【ガルパオーディオコメンタリー】RAISE A SUILENとバンドストーリー1章を読もう,87069
2020-09-04T12:00:10Z,Pastel＊PalettesのしゅわりんTV #11,43799
2020-09-02T13:37:00Z,バンドリ！ ガールズバンドパーティ！新作フィギュアをキャストと見よう生配信,106394
2020-09-01T12:00:16Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃9】,42853
2020-08-30T02:59:23Z,『恋しさと せつなさと 心強さと』RAISE A SUILEN(難易度：EXPERT)【ガルパ プレイ動画】,226431
2020-08-30T01:01:10Z,チュチュ(CV.紡木吏佐) RAISE A SUILEN【ガルパ 自己紹介動画】,53150
2020-08-30T01:00:50Z,パレオ(CV.倉知玲鳳) RAISE A SUILEN【ガルパ 自己紹介動画】,38088
2020-08-30T00:59:51Z,マスキング(CV.夏芽) RAISE A SUILEN【ガルパ 自己紹介動画】,28329
2020-08-30T00:59:10Z,ロック(CV.小原莉子) RAISE A SUILEN【ガルパ 自己紹介動画】,29016
2020-08-30T00:58:14Z,レイヤ(CV.Raychell) RAISE A SUILEN【ガルパ 自己紹介動画】,30902
2020-08-28T03:00:00Z,【CM】Pastel＊Palettes 7th Single「ゆめゆめグラデーション」,36528
2020-08-27T14:00:10Z,【試聴動画】Pastel＊Palettes 7th Single「ゆめゆめグラデーション」」(9/30発売!!),78024
2020-08-25T12:00:11Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃8】,27983
2020-08-24T09:00:01Z,【バンドリ！カプセルトイちゃんねる】湊友希那役の相羽あいなさんが8月発売のカプセルトイ商品を紹介！【8月号】,34702
2020-08-21T12:00:14Z,Pastel＊PalettesのしゅわりんTV #10,57685
2020-08-20T02:59:35Z,『青と夏』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,229362
2020-08-18T13:16:53Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第38回,172669
2020-08-18T10:30:11Z,MORFONICAL #9,33634
2020-08-18T10:00:11Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃7】,23703
2020-08-18T09:00:12Z,【ご来場予定の皆様へ】新型コロナウイルス感染防止対策について大切なお願い【必ずご覧ください】,52675
2020-08-18T09:00:02Z,【ライブマナー】バンドリ！ライブマナー講習会【公式】,228516
2020-08-13T15:00:10Z,【バンドモチーフネックレス】湊友希那役の相羽あいなさんがバンドモチーフネックレスを紹介！,34054
2020-08-13T12:29:57Z,【ガルパオーディオコメンタリー】Morfonicaとバンドストーリー1章を読もう,78525
2020-08-11T12:00:21Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃6】,29716
2020-08-10T03:00:02Z,『ウィーアー！』ハロー、ハッピーワールド！(難易度：EXPERT)【ガルパ プレイ動画】,253697
2020-08-07T12:00:16Z,Pastel＊PalettesのしゅわりんTV #9,71788
2020-08-04T12:30:13Z,MORFONICAL #8,44240
2020-08-04T12:00:18Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃5】,28783
2020-07-28T12:00:14Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃4】,36245
2020-07-28T10:00:08Z,【CM】舞台「We are RAISE A SUILEN〜BanG Dream! The Stage〜」千秋楽公演 アーカイブ配信決定！,1359256
2020-07-27T02:59:28Z,『劣等上等』RAISE A SUILEN(難易度：EXPERT)【ガルパ プレイ動画】,424417
2020-07-26T03:00:32Z,『深海少女』Morfonica(難易度：EXPERT)【ガルパ プレイ動画】,360072
2020-07-25T02:58:05Z,『右肩の蝶』Roselia(難易度：EXPERT)【ガルパ プレイ動画】,376621
2020-07-23T03:00:13Z,【CM】「BanG Dream! 8th☆LIVE」夏の野外3DAYS ライブ・ビューイング開催！,48695
2020-07-21T12:30:11Z,MORFONICAL #7,49250
2020-07-21T12:00:15Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃3】,29262
2020-07-20T09:00:17Z,【CM】RAISE A SUILEN 1st Album「ERA」LIVE ver.,48124
2020-07-20T09:00:07Z,【CM】RAISE A SUILEN 1st Album「ERA」ジャケット ver.,31933
2020-07-19T13:15:00Z,【試聴動画】RAISE A SUILEN1st Album「ERA」(8/19発売!!),362810
2020-07-19T13:11:34Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第37回,160448
2020-07-17T12:00:12Z,Pastel＊PalettesのしゅわりんTV #8,65699
2020-07-17T09:30:02Z,【CM】「大盛り一丁！ガルパ☆ピコ」,35865
2020-07-17T03:00:06Z,【ガルパ展】「バンドリ！＆スタァライト展 in Gallery AaMo」紹介VTR【グッズ対決回】,17076
2020-07-17T03:00:05Z,【試聴動画】「大盛り一丁！ガルパ☆ピコ」(8/12発売!!),107544
2020-07-17T00:00:08Z,【目指せレアカード！】戸山香澄役の愛美と湊友希那役の相羽あいながヴァンガードを開封♪,65030
2020-07-14T12:00:14Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃2】,33959
2020-07-13T13:25:37Z,【ガルパオーディオコメンタリー】Afterglowとバンドストーリー1章を読もう,211459
2020-07-10T03:00:01Z,【ガルパ展】「バンドリ！＆スタァライト展 in Gallery AaMo」紹介VTR【展示エリア回】,28865
2020-07-07T12:00:13Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ 【ニッポン放送アーカイブ＃1】,40762
2020-07-07T10:00:15Z,【CM】舞台「We are RAISE A SUILEN〜BanG Dream! The Stage〜」ライブ配信＆ライブ・ビューイング決定！,43372
2020-07-04T03:22:26Z,『カサブタ』Afterglow(難易度：EXPERT)【ガルパ プレイ動画】,212717
2020-07-03T12:00:13Z,Pastel＊PalettesのしゅわりんTV #7,87852
2020-06-30T12:30:12Z,もるふぉにかる #6,110484
2020-06-30T12:00:15Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #12,26775
2020-06-29T10:00:25Z,【CM】Roselia 2nd Album「Wahl」ジャケット ver.,64374
2020-06-29T10:00:03Z,【CM】Roselia 2nd Album「Wahl」LIVE ver.,61222
2020-06-29T03:00:14Z,【試聴動画】Roselia 2nd Album「Wahl」(7/15発売!!),298706
2020-06-29T02:59:08Z,『final phase』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,229087
2020-06-28T02:59:29Z,『LEVEL5-judgelight-』Morfonica(難易度：EXPERT)【ガルパ プレイ動画】,269904
2020-06-27T03:25:47Z,『only my railgun』Poppin'Party(難易度：SPECIAL)【ガルパ プレイ動画】,201115
2020-06-26T10:00:30Z,カードファイト!! ヴァンガード タイトルブースター第1弾 「BanG Dream! FILM LIVE」2020年7月17日金発売,20959
2020-06-23T12:00:14Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #11,30632
2020-06-19T12:00:13Z,Pastel＊PalettesのしゅわりんTV #6,96454
2020-06-19T02:55:57Z,『ノスタルジックレインフォール』Pastel＊Palettes(難易度：EXPERT)【ガルパ プレイ動画】,165701
2020-06-16T14:10:58Z,【ガルパオーディオコメンタリー】ハロー、ハッピーワールド！とバンドストーリー1章を読もう,178644
2020-06-16T10:30:09Z,もるふぉにかる #5,126921
2020-06-16T10:00:14Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #10,28194
2020-06-13T13:15:52Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第36回,206182
2020-06-09T14:27:50Z,【キービジュアル第2弾公開】舞台「We are RAISE A SUILEN〜BanG Dream! The Stage〜」,129781
2020-06-09T11:00:14Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #9,31553
2020-06-05T12:00:14Z,Pastel＊PalettesのしゅわりんTV #5,98059
2020-06-04T02:56:45Z,『ヒトリノ夜』RAISE A SUILEN(難易度：EXPERT)【ガルパ プレイ動画】,302684
2020-06-03T04:52:52Z,6月10日ガルパにRAISE A SUILEN登場！,1357574
2020-06-03T03:00:11Z,【試聴動画】Poppin'Party 2nd Album「Breakthrough!」(6/24発売!!),107912
2020-06-02T13:23:44Z,ガルパ無観客花火大会＆バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第35回,359782
2020-06-02T12:45:00Z,バンドリ！ ガールズバンドパーティ！　RAISE A SUILEN紹介PV,323622
2020-06-02T12:45:00Z,RAISE A SUILEN「EXPOSE 'Burn out!!!'」アニメMV,992851
2020-06-02T10:30:14Z,もるふぉにかる #4,252500
2020-06-02T10:00:16Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #8,27465
2020-06-02T09:00:22Z,【CM】Poppin'Party 2nd Album「Breakthrough!」ジャケットVer.,38420
2020-06-02T09:00:11Z,【CM】Poppin'Party 2nd Album「Breakthrough!」MV Ver.,22525
2020-05-26T12:00:15Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #7,39646
2020-05-20T11:00:20Z,【公式】特別編集版「ひとりじゃないんだから」（彩×モカ×リサ×花音×つぐみ）,401229
2020-05-19T12:45:12Z,MORFONICAL特別編　自宅レッスン大公開！,143960
2020-05-19T12:00:13Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #6,38890
2020-05-15T12:00:15Z,Pastel＊PalettesのしゅわりんTV #4,107055
2020-05-13T09:00:15Z,【CM】Morfonica 1st Single「Daylight -デイライト- 」,44218
2020-05-13T09:00:04Z,【CM】バンドリ！ ガールズバンドパーティ！ カバーコレクションVol.4,150604
2020-05-12T14:34:24Z,【ガルパオーディオコメンタリー】Pastel＊Palettesとバンドストーリー1章を読もう,168198
2020-05-12T11:00:12Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #5,39159
2020-05-09T03:05:56Z,『秒針を噛む』Morfonica(難易度：EXPERT)【ガルパ プレイ動画】,303554
2020-05-08T09:00:00Z,【公式】Poppin’Party「Breakthrough!」MV Short ver.,1162008
2020-05-05T12:35:42Z,【BanG Dream! 8th☆LIVE】戸山香澄(Poppin'Party)キービジュアル公開！,56678
2020-05-04T13:34:11Z,【BanG Dream! 8th☆LIVE】湊友希那(Roselia)キービジュアル公開！,79133
2020-05-03T13:33:20Z,【BanG Dream! 8th☆LIVE】丸山彩(Pastel＊Palettes)キービジュアル公開！,65384
2020-05-03T13:32:32Z,【BanG Dream! 8th☆LIVE】レイヤ(RAISE A SUILEN)キービジュアル公開！,77358
2020-05-02T12:12:21Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ特別生放送,107035
2020-05-02T11:55:19Z,【BanG Dream! 8th☆LIVE】倉田ましろ(Morfonica)キービジュアル公開！,72144
2020-05-01T12:00:12Z,Pastel＊PalettesのしゅわりんTV #3,146113
2020-04-29T03:06:33Z,『UNION』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,217901
2020-04-28T12:00:12Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #4,53067
2020-04-27T08:00:08Z,【試聴動画】Morfonica 1st Single「Daylight - デイライト-」(5/27発売!!),116245
2020-04-27T06:21:10Z,【STAY HOME】 GWはブシロードのYouTubeチャンネルで楽しもう！,1909791
2020-04-24T13:46:06Z,バンドリ！ ガールズバンドパーティ！@ハロハピCiRCLE放送局 第34回,229899
2020-04-24T06:00:06Z,「BanG Dream! ガルパ☆ピコ ～大盛り～」web用CM,107347
2020-04-23T14:30:02Z,【特報】BanG Dream! 新作劇場版制作決定！,154668
2020-04-23T13:37:17Z,バンドリ！TV LIVE 2020 #13,139709
2020-04-21T12:30:11Z,MORFONICAL #3,67030
2020-04-21T12:00:12Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #3,52587
2020-04-21T11:00:18Z,【次回予告】アニメ「BanG Dream! 3rd Season」#13（Web Ver.）,89140
2020-04-20T14:16:51Z,【ガルパオーディオコメンタリー】Roseliaとバンドストーリー1章を読もう,199865
2020-04-17T12:00:12Z,Pastel＊PalettesのしゅわりんTV #2,162379
2020-04-16T15:00:27Z,「BanG Dream! 3rd Season」CM 第５弾,72047
2020-04-16T13:37:10Z,バンドリ！TV LIVE 2020 #12,107635
2020-04-16T09:00:27Z,【バンドリ！カプセルトイちゃんねる】市ヶ谷有咲役の伊藤彩沙さんが4月＆5月発売のカプセルトイ商品を紹介！【4月5月合併号】,40553
2020-04-14T12:00:20Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #2,62136
2020-04-14T11:00:35Z,【次回予告】アニメ「BanG Dream! 3rd Season」#12（Web Ver.）,62081
2020-04-09T13:35:27Z,バンドリ！TV LIVE 2020 #11,135332
2020-04-07T12:30:13Z,MORFONICAL #2,81984
2020-04-07T12:00:13Z,バンドリ！ガールズバンドパーティ！presents モニカラジオ #1,90806
2020-04-07T11:00:04Z,【次回予告】アニメ「BanG Dream! 3rd Season」#11（Web Ver.）,113260
2020-04-06T09:00:24Z,【キービジュアル第1弾公開】舞台「We are RAISE A SUILEN〜BanG Dream! The Stage〜」,147386
2020-04-04T03:00:17Z,【バンドリ！2日間連続生放送】BanG Dream! ガルパ☆ピコ～大盛り～ 制作発表会【アーカイブ】,86824
2020-04-04T03:00:15Z,【バンドリ！2日間連続生放送】バンドリ！ ガールズバンドパーティ！presents Afterglowの夕焼けSTUDIO 特別生放送【アーカイブ】,105971
2020-04-04T03:00:12Z,【バンドリ！2日間連続生放送】RoseliaのRADIO SHOUT! 特別生放送【アーカイブ】,103817
2020-04-04T03:00:07Z,【バンドリ！2日間連続生放送】Morfonica 特別生放送【アーカイブ】,50778
2020-04-04T03:00:07Z,【バンドリ！2日間連続生放送】バンドリ！ポッピンラジオ！ 特別生放送【アーカイブ】,89995
2020-04-04T03:00:06Z,【バンドリ！2日間連続生放送】バンドリ！ ガールズバンドパーティ！＠ハロハピCiRCLE放送局 特別生放送【アーカイブ】,81715
2020-04-04T03:00:04Z,【バンドリ！2日間連続生放送】RAISE A SUILENのRADIO R・I・O・T 特別生放送【アーカイブ】,171771
2020-04-03T12:00:11Z,Pastel＊PalettesのしゅわりんTV #1,313741
2020-04-03T03:00:13Z,ESP×BanG Dream! ESPモデル コラボレーションCM,91021
2020-04-03T03:00:12Z,ESP学園×BanG Dream! コラボレーションCM,62821
2020-04-02T13:37:02Z,バンドリ！TV LIVE 2020 #10,113457
2020-03-31T11:00:04Z,【次回予告】アニメ「BanG Dream! 3rd Season」#10（Web Ver.）,65008
2020-03-30T14:39:33Z,【ガルパオーディオコメンタリー】Poppin'Partyとバンドストーリー1章を読もう,161992
2020-03-28T06:00:10Z,『群青日和』Poppin'Party(難易度：EXPERT)【ガルパ プレイ動画】,127279
2020-03-28T06:00:05Z,『ルカルカ★ナイトフィーバー』Pastel＊Palettes(難易度：EXPERT)【ガルパ プレイ動画】,190343
2020-03-27T09:00:30Z,今からでもわかるガルパ入門　Pastel＊Palettes編,89954
2020-03-27T09:00:19Z,ガルパ特番 3周年超直前SP【アーカイブ】,57433
2020-03-27T09:00:19Z,今からでもわかる！ガルパ入門　Poppin'Party編,122332
2020-03-27T09:00:12Z,今からでもわかるガルパ入門　ハロー、ハッピーワールド！編,69191
2020-03-27T09:00:11Z,今からでもわかるガルパ入門　Roselia編,102739
2020-03-27T09:00:04Z,今からでもわかるガルパ入門　Afterglow編,59636
2020-03-26T15:00:01Z,「BanG Dream! 3rd Season」CM 第４弾,48987
2020-03-26T13:36:11Z,バンドリ！TV LIVE 2020 #9,155829
2020-03-25T10:00:11Z,【MV】Morfonica「Daylight -デイライト- 」【公式】,1821254
2020-03-25T09:00:20Z,【バンドリ！カプセルトイちゃんねる】戸山香澄役の愛美さんが3月発売のカプセルトイ商品を紹介！【3月号】,28712
2020-03-24T12:30:16Z,MORFONICAL #1,187388
2020-03-24T11:00:18Z,【次回予告】アニメ「BanG Dream! 3rd Season」#9（Web Ver.）,67791
2020-03-23T03:00:39Z,【チャンネル登録者数60万人突破記念】愛美さんコメント！,46243
2020-03-21T07:41:33Z,『chAngE』Morfonica(難易度：EXPERT)【ガルパ プレイ動画】,160426
2020-03-21T07:37:48Z,『Bad Apple!! feat. nomico』Roselia(難易度：EXPERT)【ガルパ プレイ動画】,186669
2020-03-21T07:32:18Z,『POP TEAM EPIC』ハロー、ハッピーワールド！(難易度：EXPERT)【ガルパ プレイ動画】,72150
2020-03-21T07:30:53Z,『ロキ』Afterglow(難易度：EXPERT)【ガルパ プレイ動画】,102467
2020-03-19T13:37:33Z,バンドリ！TV LIVE 2020 #8,165059
2020-03-19T09:00:17Z,【公式ライブ映像】Roselia「BLACK SHOUT」／Roselia Live 「Vier」,1470238
2020-03-18T09:00:17Z,【公式ライブ映像】RAISE A SUILEN「R·I·O·T」／THE THIRD(仮) 2nd ライブ,1919734
2020-03-17T09:00:00Z,【公式ライブ映像】Poppin'Party「走り始めたばかりのキミに」／BanG Dream! 5th☆LIVE Day1:Poppin’Party HAPPY PARTY 2018!,458549
2020-03-16T23:00:21Z,【次回予告】アニメ「BanG Dream! 3rd Season」#8（Web Ver.）,95709
2020-03-16T12:44:13Z,ガルパ特番 さあ、行こう！みんなといっしょに3周年！生放送SP,1070715
2020-03-16T09:00:19Z,【公式ライブ映像】Poppin'Party「CiRCLING」／BanG Dream! 5th☆LIVE Day1:Poppin’Party HAPPY PARTY 2018!,322377
2020-03-16T02:55:13Z,バンドリ！ ガールズバンドパーティ！ プロモーションビデオ,64150
2020-03-16T01:00:06Z,「バンドリ！ ガールズバンドパーティ！」オープニングムービー,492997
2020-03-15T15:00:02Z,【3周年記念ムービー】第6弾〜CiRCLE編〜,57572
2020-03-15T07:00:05Z,「バンドリ！ ガールズバンドパーティ！」紹介動画,68052
2020-03-14T15:00:01Z,【3周年記念 振り返りムービー】第5弾〜ハロー、ハッピーワールド！編〜,34005
