x,y
-2.052704361602875,-23.57954239929016
-2.7028748789032084,-21.96857644838366
-2.8644717859351454,-23.911605061085748
-2.2921756281721892,-23.833456508794637
-2.8583321548147196,-21.336491633523835
-2.9988111538361384,-22.786062111935646
-2.8502821484581706,-23.660621842728776
-2.587356944410222,-22.61910156539054
-2.9339524988558368,-21.227794938313266
-2.4513349058555636,-22.98137076981977
-2.619073858948941,-16.391691468286417
-2.6421445125032315,-16.31216177231718
-2.7728945061120243,-15.995126773902612
-2.485121055243073,-16.64922834023873
-2.1387015964353795,-15.985456369373782
-2.053347043576146,-17.22025120752487
-2.605187869217632,-16.73081722349745
-2.326983339831856,-14.881358318693376
-2.3526211242795707,-16.367666007105786
-2.8264155475023696,-17.621255161492634
-1.7225186022037113,-11.215375538114932
-1.7265435247050829,-11.705009540166268
-2.6210886351109375,-10.51422083696938
-2.6728423700728,-10.753307261811347
-2.5772640298152765,-10.451135974603384
-2.0933501652211364,-11.00049492332164
-1.94182747609109,-11.243589387801434
-1.8673313284138806,-9.582887538635248
-2.402040546307446,-11.704627826903119
-2.6431137730905263,-9.465023540395146
-2.5084618087254213,-5.148759269815673
-2.4568504942311633,-5.697247359613387
-2.051221260792896,-3.7293525719865315
-1.8051579975152854,-4.847262919466533
-2.3561728161607016,-6.0939606191508915
-2.4185116110401528,-4.163546292579213
-1.6395360403508796,-6.299169757778618
-2.413013933112784,-3.892911821237438
-1.5179182255868167,-4.772265887857896
-2.1428731338342235,-5.9461860490700085
-1.4547613290741808,1.352493530130583
-1.7658424409735773,1.1575227540353752
-1.5218778727141449,0.4357194180315127
-1.9906347235585071,-0.14201524010543354
-2.279836571098834,0.5748341537948229
-1.598571066326138,1.2077186847743824
-2.2848064720852803,0.021605144676129395
-1.557495247195824,-1.0262901325005627
-1.7655465566000466,-1.1495350949903753
-2.3469012977833903,-0.8236233343186419
-1.834843359516179,5.126048276019958
-1.3147141859048577,5.498093113058474
-1.9747039846846106,3.367146526438318
-1.458349335748713,4.19257144048928
-1.237951036443867,3.901419312717915
-1.4244041367325284,5.3164513474712916
-1.7830630773406666,4.846505146403942
-2.1100998071495156,4.3602539988525475
-2.0713547185748205,3.875581499031976
-1.3852758109683503,4.668919845729616
-1.0717124096772528,8.892372133658553
-1.673295118252121,7.955443418055815
-1.3849049683673909,7.420885699566879
-1.2044040694642901,9.097577729717543
-1.5782597515665435,9.528479578707886
-1.2671231812796901,8.211187322319088
-1.8666149927963953,7.134597675246532
-1.0234140564227028,7.867847615239818
-1.0520539715389106,9.095729290687675
-1.417359182931148,9.1825198938402
-1.2796087780471852,12.430102941596626
-1.6044457412747155,11.903991396261226
-1.723225340775127,12.899549579382652
-1.2565346680321428,10.463519830008845
-1.2305722165735191,12.952289865778086
-1.1837225919502532,10.613943733724
-1.7397824260496204,11.699030570992267
-1.1822597816408622,12.860684728003127
-1.0279145853556761,12.26407780494021
-1.1498636683232895,11.76962697366196
-1.1885928746983432,13.95371010911774
-1.042072410666036,13.989579195751492
-0.8698457157155353,15.590533554766456
-0.8492813692539065,15.392636081787108
-1.6685806850564369,16.481905329307825
-1.015281148946817,16.328619155661613
-1.596411754037474,14.616203658349054
-1.5571061923919407,16.30544365094481
-1.27992569117086,13.5413620788137
-0.9027866537941177,14.528841710399709
-1.4127843667758326,16.671162354230194
-1.4244483836848238,18.886553231231087
-0.6020170842924201,18.123770919946512
-0.5572641636671498,16.860143081090246
-0.8071270170297257,18.592572327940413
-0.5479906970919246,17.24507134065073
-0.9827746158553698,16.53225171948509
-1.5134015409241233,17.76128605393472
-0.7843869702481782,17.877483638678974
-1.5290338058049329,17.83767550499599
-1.2813834917026024,19.247004831117586
-0.7391395763543334,20.20793872971363
-1.1882131904871884,20.894106610597884
-1.125714849235512,21.11058972045912
-0.7672385843064602,21.332169328149842
-1.0660692692602503,20.17974597917516
-0.5776627062519276,21.17120598362213
-0.8907234534971183,19.354309905292215
-0.9716888857254312,19.45955468718816
-0.6159496788220352,19.840947058886286
-0.4616020813580415,23.20288936422345
-1.1656206799988467,21.51474655782583
-0.24527252653690446,22.26362301223826
-0.5694656800979516,22.02016112852244
-0.8817861815344499,20.62066580151385
-0.9123231025266064,20.813605912286572
-0.9026914691775791,22.53353678794969
-1.00039739707997,21.21396548185266
-0.3788284314681777,22.511840602998788
-0.6645688164014801,22.94751189412452
-0.9334056404216176,22.138101030739275
-0.043966520656988806,24.549537385910167
-0.1250804992079525,22.18481510709291
-0.8657738570327638,22.211314810965156
-0.8755520073182651,21.936234889006396
-0.5978344203191289,22.53610121698963
-0.7599032231160093,22.2820358797565
-0.32899899713724023,23.095377675970358
-0.6733717885648681,22.993678119042727
-0.5810688834543671,23.96579763269985
-0.7388657051032118,26.068923686584593
-0.45972156124866015,25.97459968688029
-0.317001822512481,25.838238973407666
-0.18378080504159078,24.67504770221936
-0.6816609187216447,23.841521180403937
-0.5114006964319534,25.526829981079885
-0.8066213695373827,24.983741551236076
-0.754146923301025,23.117032664341387
-0.15134412797138752,24.829475178193874
-0.07462057036435221,24.59781805971019
0.24658365089325107,24.25557274845625
-0.7002820832540582,26.732122177554064
-0.6825080834627915,24.5187835038614
-0.12146368261829465,24.33714106581208
-0.0002896049298496406,24.698704864104847
0.28218050594381117,26.040010222663078
0.2565554136686006,24.38011482350882
-0.11757196539422321,26.574998458636674
-0.3397956015028971,25.92152558304096
-0.5724885150686565,25.80590665822152
0.007494205428891898,26.039092743874882
0.31147480452624243,27.182276113443024
-0.27684867882091624,26.82799979525398
-0.270050859912517,25.998296367638783
-0.14238370343193507,27.018729793665678
0.32783444707620857,27.11823810604183
-0.3859268407923432,26.145687779642923
-0.44843800240594633,25.547551398804075
-0.5196971537079721,25.925230286318563
0.33959962378722697,26.599279298142026
-0.24911207152521642,27.166409698321214
0.346533568345185,26.381565584146763
0.4740514311188848,25.116553714965313
0.13614006080849328,25.780566539026285
0.015342283915836696,26.860185661286543
0.37728005646241647,26.117205587613686
0.012308870862748233,27.54809992856317
0.3861424823048154,25.82659823800689
0.46248398055573214,27.17219941855594
-0.2173043389811643,27.791168684554666
0.11139875298627966,28.154596807554242
0.32712673107343515,25.35070494179055
-0.08879266357806126,26.48052144339287
0.5157728880436088,27.057283821477345
0.20495576809478022,26.831836934044258
0.6030780329308647,26.039980867051412
-0.0623138770181868,27.65150683984266
-0.1028302665347659,25.346676211593
0.7702965755652994,26.3770756831297
0.23849956067261324,25.530336816979904
0.5281595700366256,27.87979890726201
0.21826240218309767,27.740543976862053
0.10098247468989974,26.34847941394037
0.1838876713192572,27.443006436652038
0.16513318465980353,25.25575115942991
0.6674752934340983,27.630486809940347
0.8143662532681419,27.818201285284776
0.20954944903186,26.605149848666326
0.13294111083343252,27.1564750131762
0.42522719043133406,26.00852773784538
0.5411503879177891,27.309089319982647
0.7372462052909663,26.936131505273
0.9500388130486431,26.71027725789317
0.9958364500295108,26.029019586153982
0.13850089227440443,26.076127438940688
0.5667140147583155,24.942071097492263
0.7390622042284437,26.60527150855026
0.35277167305831714,24.824541672265084
0.237188807427677,26.125491237924596
0.8439111838210043,25.55579006942121
0.9250358199720644,25.992663042231975
0.5662668238937221,25.830285727188723
0.806035656549831,26.628445212165637
0.43042209683704535,26.015635527940187
0.760353440517894,25.69242968019147
0.7231515543329777,27.300934546073208
0.47600503214328027,25.926192838082486
0.6194336121933274,26.832000620612817
0.4376262401256785,25.508173997085823
0.5880614220626965,24.88080003065668
0.7013939972414021,23.80426793958743
0.7728007510652131,25.11209774284725
0.6607930064741507,24.025278522857334
0.7854988706664207,26.58658803736088
1.052478447636931,24.190759921379236
0.442518345527275,24.10473689971756
0.45225438148426356,24.12833780134643
1.2320147626274875,24.619833349255163
0.4825317839722628,25.392172835426763
1.0678234090637284,24.531978730223805
0.9886004078504551,24.66532140004516
1.49475660352828,23.540921874841544
1.1534716280129156,24.545229502452028
1.4973078645912672,23.824598518799355
1.4857336668471706,25.609620747636097
0.8324988815999536,23.424226302207227
1.4610599114656657,24.374300360823952
0.8981428326239761,23.238451977393638
1.4538435285158737,24.959238382512698
0.8804357560544727,24.326196636077842
1.624811320926216,23.49957110353076
1.6037586525864775,23.27700254849233
1.5059494621063099,23.02305569391757
1.7421941360081394,23.862723336892493
0.9936278224095122,24.563995246216965
1.3781847016308904,24.639759632916608
1.406014269586517,24.37058791481938
